topic,n,mean_procedural_score,mean_cluster_score,mean_abs_disagreement,cluster_high_share,procedural_high_share,mean_word_count
Free Trade Agreement subsidies,1,0.25,0.0,0.25,0.0,0.0,131.0
Freedman commission railway staff legislation,1,0.0,0.5,0.5,0.0,0.0,62.0
Freedman commission recommendations,1,0.25,0.5,0.25,0.0,0.0,83.0
Freedman report and railway labour relations,1,0.25,1.0,0.75,1.0,0.0,854.0
Freedman report implementation,1,0.0,0.5,0.5,0.0,0.0,72.0
Freedman report on railway employees,1,0.25,0.75,0.5,1.0,0.0,98.0
French Ambassador's remarks on treaty making,1,0.25,0.75,0.5,1.0,0.0,87.0
French CBC all-news channel,1,0.25,0.5,0.25,0.0,0.0,109.0
French Canadian economic and cultural destiny,1,0.1,0.0,0.1,0.0,0.0,884.0
French Canadian frustration in federal administration,1,0.25,0.5,0.25,0.0,0.0,57.0
French Canadian integration in armed forces,1,0.25,0.5,0.25,0.0,0.0,130.0
French Canadian language and cultural rights,1,0.0,0.0,0.0,0.0,0.0,209.0
French Canadian national holiday celebrations,1,0.0,0.0,0.0,0.0,0.0,285.0
French Canadian representation in public affairs,1,0.25,0.75,0.5,1.0,0.0,75.0
French Canadian rights and national unity,1,0.25,0.0,0.25,0.0,0.0,1732.0
French Canadian rights in crown corporations,1,0.25,1.0,0.75,1.0,0.0,208.0
French agricultural policy and Kennedy round,1,0.0,0.0,0.0,0.0,0.0,100.0
French and English bill versions,1,0.75,1.0,0.25,1.0,1.0,94.0
French and English versions of a bill,1,0.75,0.75,0.0,1.0,1.0,208.0
French atomic warheads offer,1,0.0,0.75,0.75,1.0,0.0,54.0
French ban on seal furs and goose cruelty,1,0.75,0.5,0.25,0.0,1.0,80.0
French codfish quota in Gulf of St. Lawrence,1,0.0,0.5,0.5,0.0,0.0,153.0
French college in northern Ontario,1,0.0,0.0,0.0,0.0,0.0,479.0
French drilling permits off Newfoundland,1,0.25,0.5,0.25,0.0,0.0,182.0
French economic policy and exchange controls,1,0.25,0.0,0.25,0.0,0.0,100.0
French embassy interference in elections,1,0.25,0.5,0.25,0.0,0.0,96.0
French first grade courses in Yukon,1,0.5,1.0,0.5,1.0,0.0,51.0
French fish quotas and conservation,1,0.25,0.5,0.25,0.0,0.0,77.0
French fishing provocations during fish talks,1,0.25,0.75,0.5,1.0,0.0,63.0
French fishing quota dispute,1,0.25,0.5,0.25,0.0,0.0,107.0
French fishing rights,1,0.75,0.5,0.25,0.0,1.0,67.0
French fishing rights and overfishing,1,0.0,0.5,0.5,0.0,0.0,81.0
French fishing rights in Canadian waters,1,0.0,0.5,0.5,0.0,0.0,134.0
French fishing vessel dispute,1,0.0,0.5,0.5,0.0,0.0,114.0
French fishing vessels in disputed waters,1,0.0,0.5,0.5,0.0,0.0,97.0
French fleet off Newfoundland,1,0.25,0.5,0.25,0.0,0.0,56.0
French foreign exchange proposals,1,0.0,0.5,0.5,0.0,0.0,123.0
French government treaty intentions,1,0.0,0.5,0.5,0.0,0.0,78.0
French language CBC services in British Columbia,1,0.0,0.5,0.5,0.0,0.0,81.0
French language and culture initiatives,1,0.1,0.0,0.1,0.0,0.0,155.0
French language as an asset,1,0.0,0.5,0.5,0.0,0.0,50.0
French language community colleges in Northern Ontario,1,0.0,0.5,0.5,0.0,0.0,58.0
French language computer software development,1,0.0,0.0,0.0,0.0,0.0,118.0
French language guarantees in Canada,1,0.25,0.0,0.25,0.0,0.0,202.0
French language instructors for students,1,0.25,0.5,0.25,0.0,0.0,141.0
French language programming by CJOH-TV,1,0.0,0.5,0.5,0.0,0.0,57.0
French language radio programming in Toronto,1,0.0,0.5,0.5,0.0,0.0,123.0
French language services in Ontario,1,0.25,0.0,0.25,0.0,0.0,162.0
French language training,1,0.25,0.5,0.25,0.0,0.0,79.0
French language unit at Greenwood,1,0.0,0.5,0.5,0.0,0.0,104.0
French language units of work,1,0.0,0.5,0.5,0.0,0.0,94.0
French language university funding,1,0.0,0.5,0.5,0.0,0.0,61.0
French naval forces withdrawal from NATO,1,0.0,0.5,0.5,0.0,0.0,111.0
French naval presence off St. Pierre and Miquelon,1,0.0,0.5,0.5,0.0,0.0,189.0
French nuclear tests in atmosphere,1,0.0,0.5,0.5,0.0,0.0,102.0
French overfishing and Newfoundland offshore talks,1,0.25,0.0,0.25,0.0,0.0,111.0
French overfishing in zone 3PS,1,0.25,0.5,0.25,0.0,0.0,50.0
French programming and private sector responsibility,1,0.25,0.0,0.25,0.0,0.0,72.0
French proposal on Iraq compliance,1,0.0,0.25,0.25,0.0,0.0,85.0
French rights in Manitoba,1,0.75,0.75,0.0,1.0,1.0,171.0
French second language pilot project funding,1,0.05,0.0,0.05,0.0,0.0,304.0
French south Pacific nuclear tests,1,0.0,0.5,0.5,0.0,0.0,53.0
French stockpiling and nickel company support,1,0.2,0.5,0.3,0.0,0.0,103.0
French support for Quebec sovereignty-association,1,0.25,0.75,0.5,1.0,0.0,129.0
French territorial sea violation by Canadian boat,1,0.0,0.5,0.5,0.0,0.0,81.0
French translation of bill C-107,1,0.75,1.0,0.25,1.0,1.0,114.0
French translation of legislative text,1,0.5,1.0,0.5,1.0,0.0,245.0
French translation of speech,1,0.75,0.5,0.25,0.0,1.0,84.0
French translation of transportation service,1,0.75,0.0,0.75,0.0,1.0,92.0
French trawlers and Canadian fisheries quotas,1,0.0,0.5,0.5,0.0,0.0,138.0
French trawlers and Newfoundland fishermen,1,0.25,0.5,0.25,0.0,0.0,102.0
French trawlers and fishing rights,1,0.25,0.5,0.25,0.0,0.0,132.0
French version of Bill C-126,1,0.5,1.0,0.5,1.0,0.0,118.0
French version of Exchequer Court rules,1,0.25,0.75,0.5,1.0,0.0,68.0
French version of the Bill,1,0.5,0.5,0.0,0.0,0.0,59.0
French-English Canadian cultural relations,1,0.5,0.0,0.5,0.0,0.0,922.0
French-English Canadian relations,1,0.0,0.0,0.0,0.0,0.0,134.0
French-language CBC news service dispute,1,0.25,0.5,0.25,0.0,0.0,143.0
Fresh Fruits and Vegetables Storage Construction Programme,1,0.0,0.0,0.0,0.0,0.0,137.0
Freshwater Fish Marketing Act,1,0.5,0.75,0.25,1.0,0.0,83.0
Freshwater Fish Marketing Act prices,1,0.0,0.0,0.0,0.0,0.0,309.0
Freshwater Fish Marketing Board appointments,1,0.0,0.5,0.5,0.0,0.0,67.0
Freshwater Fish Marketing Corporation and CN support for fishermen,1,0.0,0.5,0.5,0.0,0.0,60.0
Freshwater Fish Marketing Corporation contracts,1,0.0,0.0,0.0,0.0,0.0,52.0
Freshwater Fish Marketing Corporation executive appointments,1,0.0,0.5,0.5,0.0,0.0,97.0
Freshwater Fish Marketing Corporation finances,1,0.25,0.0,0.25,0.0,0.0,708.0
Freshwater Fish Marketing Corporation investigation,1,0.0,0.5,0.5,0.0,0.0,79.0
Freshwater Fish Marketing Corporation layoffs,1,0.5,0.5,0.0,0.0,0.0,107.0
Freshwater Fish Marketing Corporation plant location,1,0.25,0.0,0.25,0.0,0.0,1099.0
Freshwater Fish Marketing Corporation president appointment,1,0.0,0.0,0.0,0.0,0.0,114.0
Freshwater Fish Marketing Corporation prices,1,0.0,0.0,0.0,0.0,0.0,157.0
Freshwater Fish Marketing Corporation property taxes and utility costs,1,0.25,0.0,0.25,0.0,0.0,88.0
Freshwater Fish Marketing Corporation purpose,1,0.0,0.0,0.0,0.0,0.0,101.0
Friendship Centres funding and expansion,1,0.0,0.5,0.5,0.0,0.0,61.0
Frobisher Bay Eskimo housing program,1,0.25,0.25,0.0,0.0,0.0,325.0
Fulton-Favreau formula and constitution,1,0.25,0.75,0.5,1.0,0.0,144.0
Fulton-Favreau formula and constitutional repatriation,1,0.25,0.0,0.25,0.0,0.0,1303.0
Fund for Rural Economic Development Act name,1,0.5,0.0,0.5,0.0,0.0,279.0
Fundy National Park cutbacks and job losses,1,0.0,0.0,0.0,0.0,0.0,216.0
Fundy power re-examination negotiations,1,0.25,0.0,0.25,0.0,0.0,75.0
Fundy tidal power development studies,1,0.25,0.0,0.25,0.0,0.0,1926.0
Fundy tidal power discussions,1,0.0,0.75,0.75,1.0,0.0,58.0
Fundy tidal power project development,1,0.0,0.0,0.0,0.0,0.0,711.0
Fundy tidal power project status,1,0.0,0.5,0.5,0.0,0.0,66.0
Fundy tidal power report availability,1,0.0,0.75,0.75,1.0,0.0,81.0
Fundy tidal power studies consultation,1,0.0,0.5,0.5,0.0,0.0,101.0
G. Lapalme Inc. former employees' protest,1,0.25,0.0,0.25,0.0,0.0,106.0
GATT agreement and Quebec agriculture,1,0.25,0.5,0.25,0.0,0.0,72.0
GATT agreement and protection of farmers,1,0.25,0.0,0.25,0.0,0.0,107.0
GATT agricultural trade agreements,1,0.25,0.0,0.25,0.0,0.0,256.0
GATT agricultural trade negotiations,1,0.25,0.0,0.25,0.0,0.0,303.0
GATT agriculture negotiations and supply management,1,0.0,0.0,0.0,0.0,0.0,119.0
GATT and OECD meetings in Europe,1,0.25,0.5,0.25,0.0,0.0,88.0
GATT and US trade harassment,1,0.0,0.25,0.25,0.0,0.0,329.0
GATT and agricultural tariff trigger mechanism,1,0.1,0.5,0.4,0.0,0.0,264.0
GATT and international trade rules,1,0.25,0.0,0.25,0.0,0.0,292.0
"GATT and supply management for dairy, egg, and poultry",1,0.25,0.0,0.25,0.0,0.0,698.0
GATT and water diversions in free trade agreement,1,0.25,0.0,0.25,0.0,0.0,227.0
GATT article XI supply management proposal,1,0.0,0.0,0.0,0.0,0.0,136.0
GATT commitments renegotiation,1,0.25,0.0,0.25,0.0,0.0,102.0
GATT countervail system reform,1,0.0,0.25,0.25,0.0,0.0,143.0
GATT decision on dairy supply management,1,0.0,0.5,0.5,0.0,0.0,138.0
GATT dispute and export industry jobs,1,0.25,0.0,0.25,0.0,0.0,147.0
GATT impact on endangered industry,1,0.25,0.5,0.25,0.0,0.0,114.0
GATT invocation against US trade action,1,0.25,0.5,0.25,0.0,0.0,79.0
GATT landing requirements and fisheries conservation,1,0.0,0.5,0.5,0.0,0.0,105.0
GATT negotiations and Canadian farm marketing boards,1,0.25,0.0,0.25,0.0,0.0,425.0
GATT negotiations and Canadian farm position,1,0.0,0.0,0.0,0.0,0.0,117.0
GATT negotiations and Canadian farm supply management,1,0.25,0.0,0.25,0.0,0.0,961.0
GATT negotiations and Canadian farmers,1,0.25,0.0,0.25,0.0,0.0,143.0
GATT negotiations and Canadian resource industries,1,0.25,0.0,0.25,0.0,0.0,109.0
GATT negotiations and agriculture,1,0.0,0.0,0.0,0.0,0.0,95.0
GATT negotiations and dairy farmer supply management,1,0.0,0.0,0.0,0.0,0.0,150.0
GATT negotiations and economic impact studies,1,0.25,1.0,0.75,1.0,0.0,369.0
GATT negotiations and import controls,1,0.25,0.25,0.0,0.0,0.0,149.0
GATT negotiations and milk producers,1,0.25,0.0,0.25,0.0,0.0,90.0
GATT negotiations and parliamentary consultation,1,0.25,0.5,0.25,0.0,0.0,85.0
GATT negotiations and supply management in agriculture,1,0.0,0.0,0.0,0.0,0.0,1053.0
GATT negotiations and trade agreements,1,0.25,0.5,0.25,0.0,0.0,86.0
GATT negotiations and western economic summit,1,0.25,0.5,0.25,0.0,0.0,152.0
GATT negotiations on agricultural subsidies,1,0.0,0.0,0.0,0.0,0.0,238.0
GATT negotiations on article XI and agriculture,1,0.0,0.0,0.0,0.0,0.0,1290.0
GATT negotiations on supply management,1,0.0,0.0,0.0,0.0,0.0,190.0
GATT panel on fish processing,1,0.1,0.0,0.1,0.0,0.0,229.0
GATT panel response for West Coast processing industry,1,0.0,0.5,0.5,0.0,0.0,55.0
GATT panel ruling on Canadian protectionism,1,0.0,0.5,0.5,0.0,0.0,120.0
GATT panel ruling on ice cream and yogurt imports,1,0.0,0.25,0.25,0.0,0.0,120.0
GATT proposals and dairy farmers,1,0.25,0.0,0.25,0.0,0.0,104.0
GATT protests on automotive pact,1,0.0,0.5,0.5,0.0,0.0,68.0
GATT rules and trade legislation,1,0.25,0.5,0.25,0.0,0.0,58.0
GATT ruling on B.C. fisheries,1,0.0,0.5,0.5,0.0,0.0,67.0
GATT ruling on fish processing regulations,1,0.25,0.25,0.0,0.0,0.0,137.0
GATT ruling on salmon and herring exports,1,0.25,0.0,0.25,0.0,0.0,1413.0
GATT subsidies and Canadian programs,1,0.25,0.25,0.0,0.0,0.0,145.0
GATT talks and Canadian farm policy,1,0.0,0.0,0.0,0.0,0.0,91.0
GATT talks and Canadian grain prices,1,0.0,0.0,0.0,0.0,0.0,69.0
GATT talks and world trade expansion,1,0.0,0.0,0.0,0.0,0.0,90.0
GATT trade negotiations,1,0.0,0.0,0.0,0.0,0.0,103.0
GATT trade negotiations involvement,1,0.25,0.5,0.25,0.0,0.0,95.0
GDP growth and world competitiveness report,1,0.0,0.0,0.0,0.0,0.0,188.0
GERD: GDP ratio and science spending,1,0.0,0.0,0.0,0.0,0.0,179.0
GIS eligibility for those under 65,1,0.0,0.0,0.0,0.0,0.0,140.0
GIS expenditure increase financing,1,0.0,0.0,0.0,0.0,0.0,139.0
GIS increase for pensioners,1,0.25,0.0,0.25,0.0,0.0,55.0
GM Boisbriand plant closure,1,0.25,0.5,0.25,0.0,0.0,64.0
GM investment in Canada,1,0.0,0.5,0.5,0.0,0.0,69.0
GM job losses and economic policy,1,0.25,0.0,0.25,0.0,0.0,86.0
GM workers job security,1,0.0,0.0,0.0,0.0,0.0,55.0
GNP figures and revisions,1,0.0,0.5,0.5,0.0,0.0,64.0
GRIP and NISA farm support payments,1,0.0,0.0,0.0,0.0,0.0,347.0
GRIP and NISA programs,1,0.0,0.5,0.5,0.0,0.0,64.0
GRIP payments for farmers,1,0.0,0.0,0.0,0.0,0.0,186.0
GRIP program for Saskatchewan farmers,1,0.25,0.0,0.25,0.0,0.0,125.0
GST accounting for small business,1,0.0,0.0,0.0,0.0,0.0,94.0
GST administration and fairness to small business,1,0.0,0.0,0.0,0.0,0.0,103.0
GST advertisement and budget highlights,1,0.25,0.0,0.25,0.0,0.0,892.0
GST advertising vs women's programs funding,1,0.25,0.0,0.25,0.0,0.0,185.0
GST and Canadian bankruptcies,1,0.25,0.5,0.25,0.0,0.0,80.0
GST and Canadian economic performance,1,0.25,0.0,0.25,0.0,0.0,516.0
GST and Conservative policies,1,0.25,0.0,0.25,0.0,0.0,99.0
GST and NDP obstruction,1,0.75,0.75,0.0,1.0,1.0,131.0
GST and RRSP contributions,1,0.25,0.0,0.25,0.0,0.0,333.0
GST and Senate Speaker's actions,1,0.5,0.75,0.25,1.0,0.0,151.0
GST and automotive industry,1,0.25,0.5,0.25,0.0,0.0,154.0
GST and children in poverty,1,0.25,0.0,0.25,0.0,0.0,225.0
GST and closure on privatization bill,1,0.75,0.0,0.75,0.0,1.0,404.0
GST and excise tax on beer,1,0.5,0.0,0.5,0.0,0.0,375.0
GST and federal deficit reduction,1,0.25,0.5,0.25,0.0,0.0,77.0
GST and federal sales tax,1,0.0,0.0,0.0,0.0,0.0,78.0
GST and food banks for pensioners,1,0.25,0.0,0.25,0.0,0.0,130.0
GST and free trade,1,0.25,0.0,0.25,0.0,0.0,60.0
GST and healthcare for the elderly,1,0.25,0.5,0.25,0.0,0.0,108.0
GST and inflation targets,1,0.0,0.0,0.0,0.0,0.0,195.0
GST and inflation television ads,1,0.25,0.75,0.5,1.0,0.0,115.0
GST and its economic impact,1,0.25,0.0,0.25,0.0,0.0,160.0
GST and job losses in Montreal,1,0.25,0.0,0.25,0.0,0.0,70.0
GST and made-in-Canada recession,1,0.25,0.0,0.25,0.0,0.0,2026.0
GST and manufacturers' sales tax,1,0.25,0.0,0.25,0.0,0.0,340.0
GST and national debt reduction,1,0.25,0.0,0.25,0.0,0.0,348.0
GST and northern benefits allowance,1,0.0,0.0,0.0,0.0,0.0,104.0
GST and provincial cooperation on tax reform,1,0.1,0.0,0.1,0.0,0.0,414.0
GST and small business tax,1,0.25,0.75,0.5,1.0,0.0,60.0
GST and special interest group spending,1,0.25,0.5,0.25,0.0,0.0,146.0
GST and tax burden shifting,1,0.25,0.0,0.25,0.0,0.0,311.0
GST and the price of new homes,1,0.25,0.5,0.25,0.0,0.0,63.0
GST and worker protection,1,0.0,0.0,0.0,0.0,0.0,76.0
GST application to books,1,0.25,0.75,0.5,1.0,0.0,133.0
GST as replacement for federal sales tax,1,0.25,0.0,0.25,0.0,0.0,253.0
GST assistance for small businesses,1,0.25,0.0,0.25,0.0,0.0,86.0
GST ballot on Parliament Hill,1,0.5,0.75,0.25,1.0,0.0,143.0
GST bill for seniors,1,0.25,0.5,0.25,0.0,0.0,72.0
GST brochure confusion,1,0.25,0.5,0.25,0.0,0.0,130.0
GST collection deadline chaos,1,0.25,0.5,0.25,0.0,0.0,122.0
GST compliance burden for small business,1,0.0,0.0,0.0,0.0,0.0,173.0
GST constituents' opinion,1,0.25,0.5,0.25,0.0,0.0,59.0
GST cost-benefit analysis,1,0.1,0.0,0.1,0.0,0.0,276.0
GST credit for seniors,1,0.25,0.5,0.25,0.0,0.0,164.0
GST credit impact on northerners,1,0.25,0.5,0.25,0.0,0.0,111.0
GST credits for low-income Canadians,1,0.25,0.75,0.5,1.0,0.0,157.0
GST economic impact and job creation,1,0.0,0.0,0.0,0.0,0.0,76.0
GST exemption for foreign tourists,1,0.0,0.0,0.0,0.0,0.0,131.0
GST exemptions for tourism industry,1,0.1,0.0,0.1,0.0,0.0,195.0
GST fairness for co-operatives,1,0.25,1.0,0.75,1.0,0.0,195.0
GST harmonization with provinces,1,0.25,0.75,0.5,1.0,0.0,73.0
GST impact on Canadian retail sales,1,0.25,0.25,0.0,0.0,0.0,88.0
GST impact on Co-op Atlantic,1,0.0,0.5,0.5,0.0,0.0,89.0
GST impact on Quebec transfer payments and healthcare,1,0.25,0.0,0.25,0.0,0.0,386.0
GST impact on amateur sport funding,1,0.0,0.5,0.5,0.0,0.0,79.0
GST impact on car dealerships,1,0.0,0.0,0.0,0.0,0.0,209.0
GST impact on cost of living and education,1,0.25,0.0,0.25,0.0,0.0,377.0
GST impact on cross-border shopping,1,0.25,0.75,0.5,1.0,0.0,107.0
GST impact on day care,1,0.25,0.5,0.25,0.0,0.0,112.0
GST impact on disabled people,1,0.25,0.5,0.25,0.0,0.0,113.0
GST impact on families,1,0.0,0.0,0.0,0.0,0.0,134.0
GST impact on housing affordability,1,0.0,0.0,0.0,0.0,0.0,84.0
GST impact on inflation and book exemptions,1,0.25,0.0,0.25,0.0,0.0,121.0
GST impact on inflation and economy,1,0.25,0.0,0.25,0.0,0.0,159.0
GST impact on manufacturing competitiveness,1,0.0,0.0,0.0,0.0,0.0,78.0
GST impact on retail co-operatives,1,0.1,0.0,0.1,0.0,0.0,173.0
GST impact on seniors,1,0.0,0.75,0.75,1.0,0.0,152.0
GST impact on small business,1,0.25,0.5,0.25,0.0,0.0,54.0
GST impact on tourism industry,1,0.25,0.0,0.25,0.0,0.0,427.0
GST impact on tourist industry,1,0.0,0.0,0.0,0.0,0.0,91.0
GST impact on wages and inflation,1,0.25,0.0,0.25,0.0,0.0,112.0
GST impact on youth sports programs,1,0.25,0.0,0.25,0.0,0.0,193.0
GST implementation and Senate obstruction,1,0.25,0.0,0.25,0.0,0.0,134.0
GST implementation costs and alternatives,1,0.25,0.0,0.25,0.0,0.0,986.0
GST information brochure cost-effectiveness,1,0.0,0.5,0.5,0.0,0.0,118.0
GST legislation and Senate appointments,1,0.25,0.75,0.5,1.0,0.0,164.0
GST mandate and democratic process,1,0.25,0.75,0.5,1.0,0.0,115.0
GST on books and learning materials,1,0.25,0.75,0.5,1.0,0.0,78.0
GST on books and periodicals,1,0.25,0.0,0.25,0.0,0.0,134.0
"GST on books, newspapers and magazines",1,0.25,0.5,0.25,0.0,0.0,64.0
GST on co-operative investments and fees,1,0.0,0.0,0.0,0.0,0.0,183.0
GST on co-operative share capital,1,0.25,0.75,0.5,1.0,0.0,107.0
GST on corporate transfers,1,0.0,1.0,1.0,1.0,0.0,81.0
GST on grain transportation,1,0.25,0.0,0.25,0.0,0.0,149.0
GST on hydro utilities costs,1,0.25,0.0,0.25,0.0,0.0,113.0
"GST on magazines, books and newspapers",1,0.0,0.5,0.5,0.0,0.0,60.0
GST on newspapers and periodicals,1,0.0,0.5,0.5,0.0,0.0,50.0
GST on ordinary citizens,1,0.25,0.5,0.25,0.0,0.0,56.0
GST on reading material,1,0.25,0.0,0.25,0.0,0.0,154.0
GST opposition and consultation,1,0.25,0.0,0.25,0.0,0.0,86.0
GST opposition petition,1,0.25,0.0,0.25,0.0,0.0,68.0
GST policy and Liberal Party cynicism,1,0.75,0.75,0.0,1.0,1.0,121.0
GST price increases and government propaganda,1,0.25,0.0,0.25,0.0,0.0,58.0
GST principle and Senate debate,1,0.25,0.75,0.5,1.0,0.0,358.0
GST rate increase,1,0.25,0.0,0.25,0.0,0.0,86.0
GST rebates and administration costs,1,0.0,0.0,0.0,0.0,0.0,151.0
GST replacement funding for programs,1,0.25,0.0,0.25,0.0,0.0,212.0
GST revenue and debt reduction,1,0.0,0.5,0.5,0.0,0.0,74.0
GST revenue neutrality vs tax grab,1,0.25,0.0,0.25,0.0,0.0,98.0
GST sales tax strategy,1,0.25,0.0,0.25,0.0,0.0,77.0
GST support,1,0.75,0.75,0.0,1.0,1.0,58.0
GST tax credit for youth,1,0.25,0.0,0.25,0.0,0.0,146.0
GST tax increases and economic impact,1,0.25,0.0,0.25,0.0,0.0,363.0
GST transitional rules for housing industry,1,0.0,0.5,0.5,0.0,0.0,158.0
GST withdrawal from Senate consideration,1,0.75,0.75,0.0,1.0,1.0,148.0
Gagetown firing range for air defence,1,0.25,0.5,0.25,0.0,0.0,86.0
Gagetown report health hazards,1,0.25,0.75,0.5,1.0,0.0,85.0
Gagetown training centre feasibility study,1,0.0,0.5,0.5,0.0,0.0,84.0
Gallup poll bias and social charter question,1,0.5,0.0,0.5,0.0,0.0,140.0
Gander air crash inquiry,1,0.25,0.5,0.25,0.0,0.0,120.0
Gander air crash investigation,1,0.0,0.5,0.5,0.0,0.0,67.0
Gander crash investigation obstruction,1,0.25,0.5,0.25,0.0,0.0,132.0
Garibaldi Park development proposals,1,0.0,0.5,0.5,0.0,0.0,202.0
Garrison Diversion Project environmental impact,1,0.25,0.25,0.0,0.0,0.0,1216.0
Garrison Diversion Project funding,1,0.0,0.5,0.5,0.0,0.0,55.0
Garrison Diversion Project water protection,1,0.25,0.5,0.25,0.0,0.0,108.0
Garrison Diversion and Manitoba fishing industry,1,0.0,0.25,0.25,0.0,0.0,159.0
Garrison Diversion unit pollution in Manitoba,1,0.0,0.75,0.75,1.0,0.0,53.0
Garrison River diversion project and Canadian fishing industry,1,0.25,0.25,0.0,0.0,0.0,936.0
Garrison diversion lobbying,1,0.25,0.25,0.0,0.0,0.0,114.0
Garrison diversion project and boundary treaty,1,0.0,0.25,0.25,0.0,0.0,167.0
Garrison diversion project effects on Manitoba waters,1,0.0,0.75,0.75,1.0,0.0,63.0
Garrison diversion project opposition,1,0.0,0.5,0.5,0.0,0.0,59.0
Garrison project moratorium,1,0.5,0.75,0.25,1.0,0.0,126.0
Garrison project water pollution,1,0.0,0.25,0.25,0.0,0.0,440.0
Gaspe Peninsula paper mill assistance,1,0.25,0.75,0.5,1.0,0.0,154.0
Gaspe economic development agency funding,1,0.25,0.0,0.25,0.0,0.0,547.0
Gaspe peninsula railway act renewal,1,0.0,0.5,0.5,0.0,0.0,53.0
Gaspe peninsula railway construction funding,1,0.0,0.5,0.5,0.0,0.0,430.0
Gaspe railway construction costs and representations,1,0.0,0.5,0.5,0.0,0.0,81.0
Gaspesia Pulp and Paper wharf construction,1,0.0,0.0,0.0,0.0,0.0,67.0
Gatineau Park activities,1,0.25,0.5,0.25,0.0,0.0,50.0
Gatineau Park development agreement,1,0.0,0.5,0.5,0.0,0.0,138.0
Gatineau Park skiing and conservation,1,0.0,0.5,0.5,0.0,0.0,134.0
Gaz Metropolitain offer for Gulf refinery,1,0.25,0.5,0.25,0.0,0.0,67.0
Gaz metropolitan bid and Prime Minister's statement,1,0.25,0.75,0.5,1.0,0.0,141.0
Gemini system and de facto control,1,0.0,0.5,0.5,0.0,0.0,53.0
General Adjustment Assistance Program for company,1,0.25,0.25,0.0,0.0,0.0,92.0
General Adjustment Assistance Program loans and grants,1,0.0,0.0,0.0,0.0,0.0,354.0
General Allard statements,1,0.5,0.5,0.0,0.0,0.0,76.0
General Allard's statement on mobile peace force,1,0.25,0.5,0.25,0.0,0.0,105.0
General Allen's testimony and government accountability,1,0.25,0.5,0.25,0.0,0.0,158.0
General Bernatchez's resignation,1,0.25,0.5,0.25,0.0,0.0,72.0
General Dynamics F16 and F18A aircraft,1,0.0,0.5,0.5,0.0,0.0,150.0
General Foods coffee price increase,1,0.0,0.0,0.0,0.0,0.0,115.0
General Gyani's directives,1,0.25,0.5,0.25,0.0,0.0,81.0
General Instrument Corporation lay-offs,1,0.0,0.0,0.0,0.0,0.0,104.0
General Lemnitzer NATO parliamentary association visit,1,0.25,0.75,0.5,1.0,0.0,79.0
General Moncel's views on unification,1,0.25,0.5,0.25,0.0,0.0,145.0
General Motors Lumina line retooling,1,0.25,0.0,0.25,0.0,0.0,131.0
General Motors automotive manufacturing facility,1,0.0,0.25,0.25,0.0,0.0,71.0
General Motors development in Canada,1,0.0,0.5,0.5,0.0,0.0,68.0
General Motors investment in Canada,1,0.25,0.0,0.25,0.0,0.0,97.0
General Motors obeying Canadian laws,1,0.25,0.75,0.5,1.0,0.0,56.0
General Motors plant expenditure in Quebec,1,0.25,0.5,0.25,0.0,0.0,67.0
General Motors van plant shutdown and alternatives,1,0.0,0.0,0.0,0.0,0.0,301.0
General Motors withdrawal from South Africa,1,0.0,0.5,0.5,0.0,0.0,186.0
General Motors workforce in Sainte-Therese,1,0.25,0.75,0.5,1.0,0.0,71.0
General Quang narcotics smuggling trade,1,0.0,0.25,0.25,0.0,0.0,64.0
General de Gaulle's visit to Quebec,1,0.25,0.75,0.5,1.0,0.0,52.0
Geneva agreement and truce commission,1,0.25,0.5,0.25,0.0,0.0,88.0
Geneva conference on Viet Nam,1,0.0,0.75,0.75,1.0,0.0,55.0
Geneva meeting and official figures,1,0.25,0.5,0.25,0.0,0.0,100.0
Genstar takeover by Imasco,1,0.25,0.75,0.5,1.0,0.0,141.0
George Derby Hospital lands in Burnaby,1,0.0,0.5,0.5,0.0,0.0,97.0
Georges Bank fishery protection amendments,1,0.0,0.0,0.0,0.0,0.0,524.0
Georges Bank fishing rights,1,0.0,0.25,0.25,0.0,0.0,65.0
Georges Bank offshore oil exploration,1,0.0,0.25,0.25,0.0,0.0,106.0
Georges Bank oil and gas development moratorium,1,0.1,0.0,0.1,0.0,0.0,781.0
German Democratic Republic mail classification,1,0.0,0.0,0.0,0.0,0.0,56.0
German industrialists and the cold war,1,0.0,0.5,0.5,0.0,0.0,65.0
German proposal for polar icebreakers,1,0.0,0.5,0.5,0.0,0.0,87.0
German reunification and UN membership,1,0.0,0.25,0.25,0.0,0.0,62.0
German veterans' benefits,1,0.25,0.0,0.25,0.0,0.0,51.0
Giant Yellowknife mine strike,1,0.0,0.5,0.5,0.0,0.0,70.0
Gillespie guidelines violation,1,0.25,0.75,0.5,1.0,0.0,138.0
Gimli incident inquiry,1,0.25,0.5,0.25,0.0,0.0,124.0
Gimli incident public examination,1,0.25,0.5,0.25,0.0,0.0,172.0
Glace Bay and Port Hawkesbury heavy water plants,1,0.5,0.0,0.5,0.0,0.0,74.0
Glace Bay community response to government action,1,0.0,0.5,0.5,0.0,0.0,63.0
Glace Bay heavy water plant financing,1,0.25,0.75,0.5,1.0,0.0,1109.0
Glace Bay heavy water plant production,1,0.0,0.0,0.0,0.0,0.0,54.0
